4994	481	5
1781	378	1
4009	727	5
1387	256	1
3951	656	3
4316	210	1
512	554	1
1231	267	2
3856	703	1
5152	393	1
2841	140	2
872	270	4
3305	901	5
1072	620	1
2779	509	1
1497	677	1
2283	918	1
3940	83	4
5164	170	1
646	997	1
3841	584	3
299	422	1
190	818	3
3072	179	3
2396	427	2
636	977	3
1453	11	1
3105	795	1
5013	496	1
2883	112	1
804	112	3
886	698	2
5286	622	2
980	167	2
1074	175	3
2973	614	1
4929	348	1
888	661	1
4067	548	2
2979	762	1
4287	387	1
4874	923	1
888	706	1
3403	172	1
3708	850	1
167	63	3
4980	439	1
4492	602	2
2547	207	1
3249	579	2
4708	794	3
3444	922	1
4372	678	2
1330	968	2
5014	531	1
1674	835	1
4591	182	1
4747	104	1
1308	80	1
466	140	1
2955	185	2
835	101	1
3727	680	2
2871	157	2
4241	420	1
316	877	1
2363	999	1
554	982	2
1786	420	2
1948	918	2
2481	82	2
1130	795	2
2208	577	1
421	373	1
526	891	1
1970	324	4
186	582	1
818	1	2
1137	363	1
1135	806	3
1861	270	1
3174	812	3
2577	194	1
4904	52	1
3396	307	3
4118	752	3
119	309	1
3402	344	3
244	670	3
3109	217	2
1065	419	1
4794	437	1
2627	319	4
3457	812	2
1889	979	3
4541	477	2
1654	561	2
3421	384	3
3102	740	2
1670	91	4
506	806	1
4308	65	1
5179	289	1
3943	826	1
4479	120	4
2971	732	1
5118	307	1
4032	112	1
4510	980	1
2046	808	1
414	745	1
3593	36	1
1807	175	1
2976	992	1
5358	831	1
380	34	2
470	916	1
994	385	1
3330	236	1
885	684	2
2116	850	1
2762	782	1
1710	88	1
4280	307	2
4245	353	1
4208	687	2
396	582	1
4947	486	1
921	29	3
891	96	1
5029	426	1
3511	109	3
1827	774	3
3079	395	2
2079	651	2
1439	60	3
826	300	2
4930	951	2
1845	21	4
4088	746	1
5092	799	1
4330	826	1
3155	970	1
4990	194	1
4070	105	1
3594	432	1
4266	853	1
3128	278	2
4771	494	2
2030	628	3
4821	39	1
3475	736	5
4513	216	1
2265	179	1
2641	894	3
4278	572	1
4856	678	1
3867	830	1
128	380	2
835	360	1
2119	331	1
237	146	2
2183	881	1
1770	614	1
2653	245	1
3826	800	2
4918	861	1
5368	75	3
2196	502	1
1246	620	4
296	859	1
985	268	3
2451	650	1
800	397	1
46	997	1
4354	48	1
4754	17	1
248	99	1
3905	860	1
2238	121	1
5092	450	1
4556	114	5
3099	105	3
3412	522	2
3915	949	2
4536	450	1
3856	957	1
145	366	3
883	163	1
4453	40	3
1674	894	1
3992	564	1
755	356	1
4264	101	2
746	206	1
5136	157	4
4908	520	1
554	742	2
4089	916	2
4728	165	2
4882	556	2
5344	857	3
5064	411	1
4432	243	2
1279	526	1
1240	450	1
3437	705	1
267	734	1
1980	244	2
156	203	1
1227	82	1
1956	626	2
2089	113	1
1694	766	1
5313	664	4
216	302	2
2042	317	4
1488	515	1
5040	40	3
1872	955	1
3099	161	1
4006	236	1
4997	446	1
4944	704	1
1995	574	1
4399	257	3
4232	141	1
4492	119	2
5382	28	3
154	749	1
5053	164	1
2176	32	2
3716	39	1
526	94	1
462	751	3
531	987	1
5162	834	5
1603	835	1
4932	282	4
1896	95	1
5377	435	3
1870	705	3
2914	333	2
2386	623	2
4182	172	1
2477	319	5
2614	769	1
4967	87	2
3713	203	1
348	396	1
505	750	4
332	622	1
5263	741	1
4115	190	1
3528	792	2
405	43	1
1594	607	2
2692	409	3
2451	149	1
1304	258	1
126	865	1
3950	824	1
2915	126	2
3502	227	2
2901	335	2
395	986	1
2921	962	2
1111	831	3
2847	302	3
3347	26	1
4390	35	1
351	996	1
924	947	2
1244	44	2
600	628	5
1097	276	1
5121	686	4
5113	823	4
3016	13	2
2668	325	1
849	111	1
4827	940	1
4989	256	2
2508	795	2
284	414	1
3797	194	1
5371	675	1
2705	525	2
4779	810	1
1094	476	2
2990	549	2
1796	208	2
4990	120	4
4158	963	2
2739	270	4
485	625	2
268	832	3
4892	931	1
2963	937	1
1831	555	2
80	340	3
1521	848	2
2854	470	1
3989	67	1
3755	688	1
1679	686	3
3079	991	2
2566	281	3
4682	985	1
1396	93	1
3041	331	2
638	219	1
4010	138	1
1558	238	1
3031	315	2
3349	180	2
5010	350	1
1452	757	3
4966	704	2
511	599	1
2263	611	1
4698	398	1
3283	949	1
293	175	1
4441	162	1
1671	682	4
130	381	3
4555	780	2
37	220	1
2992	89	2
1436	532	1
5206	297	1
2454	506	2
2379	868	3
5127	203	2
432	304	3
1996	369	3
3189	194	3
